filename,label
tile_07522.npy,mixed_urban
tile_01018.npy,mixed_urban
tile_07414.npy,mixed_urban
tile_02123.npy,mixed_urban
tile_00882.npy,mixed_urban
tile_16027.npy,mixed_urban
tile_00191.npy,mixed_urban
tile_10492.npy,mixed_urban
tile_09632.npy,mixed_urban
tile_10114.npy,mixed_urban
tile_12739.npy,mixed_urban
tile_03292.npy,mixed_urban
tile_06699.npy,mixed_urban
tile_15167.npy,mixed_urban
tile_12745.npy,mixed_urban
tile_09314.npy,mixed_urban
tile_08175.npy,mixed_urban
tile_16423.npy,dense_urban
tile_04902.npy,mixed_urban
tile_07591.npy,mixed_urban
tile_02161.npy,mixed_urban
tile_12619.npy,mixed_urban
tile_00600.npy,mixed_urban
tile_12933.npy,mixed_urban
tile_10268.npy,mixed_urban
tile_02395.npy,mixed_urban
tile_01261.npy,mixed_urban
tile_11546.npy,mixed_urban
tile_04107.npy,mixed_urban
tile_14515.npy,mixed_urban
tile_03019.npy,mixed_urban
tile_07270.npy,mixed_urban
tile_09826.npy,mixed_urban
tile_03937.npy,mixed_urban
tile_11909.npy,mixed_urban
tile_13803.npy,mixed_urban
tile_10029.npy,mixed_urban
tile_01206.npy,mixed_urban
tile_02314.npy,mixed_urban
tile_04733.npy,mixed_urban
tile_12379.npy,mixed_urban
tile_11903.npy,mixed_urban
tile_14056.npy,mixed_urban
tile_12074.npy,mixed_urban
tile_11000.npy,mixed_urban
tile_03218.npy,mixed_urban
tile_01940.npy,mixed_urban
tile_10690.npy,mixed_urban
tile_14594.npy,mixed_urban
tile_12649.npy,mixed_urban
tile_12633.npy,mixed_urban
tile_15715.npy,mixed_urban
tile_13838.npy,mixed_urban
tile_11468.npy,mixed_urban
tile_16270.npy,mixed_urban
tile_14688.npy,mixed_urban
tile_08502.npy,mixed_urban
tile_11298.npy,mixed_urban
tile_14423.npy,mixed_urban
tile_14851.npy,mixed_urban
tile_14431.npy,mixed_urban
tile_15210.npy,mixed_urban
tile_07103.npy,mixed_urban
tile_08762.npy,mixed_urban
tile_14604.npy,mixed_urban
tile_10745.npy,mixed_urban
tile_11423.npy,mixed_urban
tile_10070.npy,mixed_urban
tile_01411.npy,mixed_urban
tile_12280.npy,mixed_urban
tile_12126.npy,mixed_urban
tile_08427.npy,mixed_urban
tile_05055.npy,mixed_urban
tile_08781.npy,mixed_urban
tile_04150.npy,mixed_urban
tile_12461.npy,mixed_urban
tile_04224.npy,mixed_urban
tile_15460.npy,mixed_urban
tile_07405.npy,dense_urban
tile_10259.npy,mixed_urban
tile_11650.npy,mixed_urban
tile_16375.npy,dense_urban
tile_10428.npy,mixed_urban
tile_14563.npy,mixed_urban
tile_13525.npy,mixed_urban
tile_07502.npy,mixed_urban
tile_08277.npy,mixed_urban
tile_14298.npy,mixed_urban
tile_07162.npy,mixed_urban
tile_02150.npy,mixed_urban
tile_08711.npy,dense_urban
tile_12741.npy,mixed_urban
tile_10124.npy,dense_urban
tile_00672.npy,mixed_urban
tile_09687.npy,mixed_urban
tile_14640.npy,mixed_urban
tile_01975.npy,mixed_urban
tile_03072.npy,mixed_urban
tile_10343.npy,mixed_urban
tile_00965.npy,mixed_urban
tile_07999.npy,mixed_urban
tile_16377.npy,dense_urban
tile_02901.npy,mixed_urban
tile_07964.npy,mixed_urban
tile_09793.npy,mixed_urban
tile_08739.npy,mixed_urban
tile_00685.npy,mixed_urban
tile_11600.npy,mixed_urban
tile_00851.npy,mixed_urban
tile_02255.npy,mixed_urban
tile_04600.npy,mixed_urban
tile_15718.npy,mixed_urban
tile_01906.npy,mixed_urban
tile_02848.npy,mixed_urban
tile_14368.npy,mixed_urban
tile_03942.npy,mixed_urban
tile_02432.npy,mixed_urban
tile_15200.npy,mixed_urban
tile_01841.npy,mixed_urban
tile_12243.npy,mixed_urban
tile_13972.npy,dense_urban
tile_12029.npy,mixed_urban
tile_07353.npy,mixed_urban
tile_04835.npy,mixed_urban
tile_01487.npy,mixed_urban
tile_10984.npy,mixed_urban
tile_03162.npy,mixed_urban
tile_04103.npy,mixed_urban
tile_12345.npy,mixed_urban
tile_11558.npy,dense_urban
tile_00876.npy,mixed_urban
tile_04540.npy,mixed_urban
tile_06122.npy,dense_urban
tile_14296.npy,mixed_urban
tile_10536.npy,mixed_urban
tile_04672.npy,mixed_urban
tile_13759.npy,mixed_urban
tile_16230.npy,mixed_urban
tile_01298.npy,mixed_urban
tile_08647.npy,mixed_urban
tile_09307.npy,mixed_urban
tile_01156.npy,mixed_urban
tile_02899.npy,mixed_urban
tile_10557.npy,mixed_urban
tile_16090.npy,mixed_urban
tile_01447.npy,mixed_urban
tile_13637.npy,mixed_urban
tile_01987.npy,mixed_urban
tile_13990.npy,mixed_urban
tile_00998.npy,mixed_urban
tile_11915.npy,mixed_urban
tile_06760.npy,mixed_urban
tile_12229.npy,mixed_urban
tile_11861.npy,mixed_urban
tile_00247.npy,mixed_urban
tile_10778.npy,mixed_urban
tile_02638.npy,mixed_urban
tile_05688.npy,mixed_urban
tile_16283.npy,mixed_urban
tile_16012.npy,mixed_urban
tile_05657.npy,mixed_urban
tile_02987.npy,mixed_urban
tile_15658.npy,mixed_urban
tile_11549.npy,mixed_urban
tile_05587.npy,dense_urban
tile_08203.npy,mixed_urban
tile_03120.npy,mixed_urban
tile_06190.npy,mixed_urban
tile_09337.npy,dense_urban
tile_07054.npy,mixed_urban
tile_02832.npy,mixed_urban
tile_02275.npy,mixed_urban
tile_07467.npy,dense_urban
tile_09760.npy,mixed_urban
tile_01218.npy,mixed_urban
tile_04479.npy,mixed_urban
tile_15426.npy,mixed_urban
tile_11290.npy,mixed_urban
tile_00833.npy,mixed_urban
tile_06906.npy,mixed_urban
tile_09131.npy,mixed_urban
tile_09924.npy,mixed_urban
tile_11658.npy,mixed_urban
tile_04154.npy,mixed_urban
tile_04338.npy,mixed_urban
tile_12462.npy,mixed_urban
tile_00663.npy,mixed_urban
tile_00223.npy,mixed_urban
tile_14237.npy,mixed_urban
tile_03848.npy,mixed_urban
tile_00039.npy,mixed_urban
tile_10068.npy,mixed_urban
tile_03508.npy,mixed_urban
tile_07451.npy,dense_urban
tile_09798.npy,mixed_urban
tile_13760.npy,mixed_urban
tile_01199.npy,mixed_urban
tile_12574.npy,mixed_urban
tile_04994.npy,mixed_urban
tile_00385.npy,mixed_urban
tile_12201.npy,mixed_urban
tile_03289.npy,mixed_urban
tile_14348.npy,mixed_urban
tile_10851.npy,mixed_urban
tile_15450.npy,mixed_urban
tile_14424.npy,mixed_urban
tile_15125.npy,mixed_urban
tile_07890.npy,mixed_urban
tile_12123.npy,mixed_urban
tile_03201.npy,mixed_urban
tile_16137.npy,mixed_urban
tile_15056.npy,mixed_urban
tile_00077.npy,mixed_urban
tile_14162.npy,mixed_urban
tile_04003.npy,mixed_urban
tile_03354.npy,mixed_urban
tile_11199.npy,mixed_urban
tile_13643.npy,mixed_urban
tile_02423.npy,mixed_urban
tile_13796.npy,mixed_urban
tile_15693.npy,mixed_urban
tile_14466.npy,mixed_urban
tile_01627.npy,mixed_urban
tile_00591.npy,mixed_urban
tile_10906.npy,mixed_urban
tile_10470.npy,mixed_urban
tile_00546.npy,mixed_urban
tile_08275.npy,mixed_urban
tile_04373.npy,mixed_urban
tile_06526.npy,dense_urban
tile_01604.npy,mixed_urban
tile_15187.npy,mixed_urban
tile_16037.npy,mixed_urban
tile_12420.npy,mixed_urban
tile_13274.npy,mixed_urban
tile_07763.npy,dense_urban
tile_10181.npy,mixed_urban
tile_08907.npy,mixed_urban
tile_10438.npy,mixed_urban
tile_02106.npy,mixed_urban
tile_04857.npy,mixed_urban
tile_14698.npy,mixed_urban
tile_10952.npy,mixed_urban
tile_05635.npy,mixed_urban
tile_13917.npy,mixed_urban
tile_03194.npy,mixed_urban
tile_05412.npy,mixed_urban
tile_04592.npy,mixed_urban
tile_13630.npy,mixed_urban
tile_02309.npy,mixed_urban
tile_00915.npy,mixed_urban
tile_09610.npy,mixed_urban
tile_07678.npy,mixed_urban
tile_15062.npy,mixed_urban
tile_16271.npy,mixed_urban
tile_02418.npy,mixed_urban
tile_15848.npy,mixed_urban
tile_05902.npy,dense_urban
tile_03322.npy,mixed_urban
tile_12998.npy,mixed_urban
tile_00435.npy,mixed_urban
tile_11302.npy,mixed_urban
tile_01742.npy,mixed_urban
tile_00186.npy,mixed_urban
tile_06551.npy,mixed_urban
tile_07471.npy,mixed_urban
tile_04438.npy,mixed_urban
tile_10139.npy,mixed_urban
tile_10986.npy,mixed_urban
tile_15982.npy,mixed_urban
tile_10128.npy,dense_urban
tile_01029.npy,mixed_urban
tile_15633.npy,mixed_urban
tile_09354.npy,mixed_urban
tile_14649.npy,mixed_urban
tile_00950.npy,mixed_urban
tile_13985.npy,mixed_urban
tile_13783.npy,mixed_urban
tile_00867.npy,mixed_urban
tile_02319.npy,mixed_urban
tile_16469.npy,dense_urban
tile_06016.npy,mixed_urban
tile_12047.npy,mixed_urban
tile_05884.npy,dense_urban
tile_03545.npy,mixed_urban
tile_02186.npy,mixed_urban
tile_09494.npy,dense_urban
tile_10417.npy,mixed_urban
tile_02805.npy,mixed_urban
tile_06388.npy,mixed_urban
tile_14345.npy,mixed_urban
tile_08167.npy,mixed_urban
tile_14628.npy,mixed_urban
tile_04207.npy,mixed_urban
tile_09014.npy,mixed_urban
tile_07916.npy,mixed_urban
tile_02984.npy,mixed_urban
tile_09881.npy,mixed_urban
tile_01516.npy,mixed_urban
tile_16472.npy,dense_urban
tile_01568.npy,mixed_urban
tile_11432.npy,mixed_urban
tile_03498.npy,mixed_urban
tile_15998.npy,mixed_urban
tile_03394.npy,mixed_urban
tile_07331.npy,mixed_urban
tile_06322.npy,mixed_urban
tile_08669.npy,mixed_urban
tile_00871.npy,mixed_urban
tile_13854.npy,mixed_urban
tile_08345.npy,mixed_urban
tile_05244.npy,mixed_urban
tile_14984.npy,mixed_urban
tile_04574.npy,mixed_urban
tile_08788.npy,mixed_urban
tile_10378.npy,mixed_urban
tile_00990.npy,mixed_urban
tile_02048.npy,mixed_urban
tile_06324.npy,mixed_urban
tile_01503.npy,mixed_urban
tile_08639.npy,mixed_urban
tile_05558.npy,mixed_urban
tile_13665.npy,mixed_urban
tile_04007.npy,mixed_urban
tile_04676.npy,mixed_urban
tile_12157.npy,mixed_urban
tile_11062.npy,mixed_urban
tile_12259.npy,mixed_urban
tile_09530.npy,mixed_urban
tile_10959.npy,mixed_urban
tile_00660.npy,mixed_urban
tile_05962.npy,mixed_urban
tile_07343.npy,mixed_urban
tile_01374.npy,mixed_urban
tile_03983.npy,mixed_urban
tile_12594.npy,mixed_urban
tile_02767.npy,mixed_urban
tile_11453.npy,mixed_urban
tile_04130.npy,mixed_urban
tile_10669.npy,mixed_urban
tile_01161.npy,mixed_urban
tile_16413.npy,dense_urban
tile_12724.npy,mixed_urban
tile_00938.npy,mixed_urban
tile_07123.npy,dense_urban
tile_13459.npy,mixed_urban
tile_03592.npy,mixed_urban
tile_02091.npy,mixed_urban
tile_01079.npy,mixed_urban
tile_15482.npy,mixed_urban
tile_07360.npy,mixed_urban
tile_09949.npy,mixed_urban
tile_07392.npy,mixed_urban
tile_05032.npy,mixed_urban
tile_00249.npy,mixed_urban
tile_14350.npy,mixed_urban
tile_02245.npy,mixed_urban
tile_11890.npy,mixed_urban
tile_12265.npy,mixed_urban
tile_01772.npy,mixed_urban
tile_16092.npy,mixed_urban
tile_16111.npy,mixed_urban
tile_08232.npy,dense_urban
tile_03874.npy,mixed_urban
tile_04883.npy,mixed_urban
tile_03824.npy,mixed_urban
tile_01962.npy,mixed_urban
tile_13418.npy,mixed_urban
tile_03986.npy,mixed_urban
tile_02517.npy,mixed_urban
tile_00752.npy,mixed_urban
tile_09491.npy,mixed_urban
tile_15044.npy,mixed_urban
tile_04378.npy,mixed_urban
tile_10425.npy,mixed_urban
tile_07417.npy,mixed_urban
tile_13262.npy,mixed_urban
tile_10768.npy,mixed_urban
tile_15492.npy,mixed_urban
tile_02939.npy,mixed_urban
tile_16484.npy,dense_urban
tile_14827.npy,mixed_urban
tile_12161.npy,mixed_urban
tile_01154.npy,mixed_urban
tile_04749.npy,mixed_urban
tile_06464.npy,mixed_urban
tile_05835.npy,mixed_urban
tile_03275.npy,mixed_urban
tile_10879.npy,mixed_urban
tile_05456.npy,mixed_urban
tile_15810.npy,mixed_urban
tile_06534.npy,mixed_urban
tile_05460.npy,mixed_urban
tile_15344.npy,mixed_urban
tile_13511.npy,mixed_urban
tile_15172.npy,mixed_urban
tile_15660.npy,mixed_urban
tile_14347.npy,mixed_urban
tile_02064.npy,mixed_urban
tile_15979.npy,mixed_urban
tile_14655.npy,mixed_urban
tile_04648.npy,mixed_urban
tile_13953.npy,mixed_urban
tile_02732.npy,mixed_urban
tile_12269.npy,mixed_urban
tile_05100.npy,mixed_urban
tile_09280.npy,mixed_urban
tile_06293.npy,mixed_urban
tile_08915.npy,mixed_urban
tile_15219.npy,mixed_urban
tile_07647.npy,mixed_urban
tile_08114.npy,mixed_urban
tile_04088.npy,mixed_urban
tile_10868.npy,mixed_urban
tile_04650.npy,dense_urban
tile_02258.npy,mixed_urban
tile_08206.npy,mixed_urban
tile_06138.npy,mixed_urban
